seq,1,0.0410516
omp,1,0.0191374
omp,1,0.018904
omp,2,0.0100049
omp,1,0.0184219
omp,2,0.00970095
omp,4,0.00487269
omp,1,0.0188815
omp,2,0.00992939
omp,4,0.00503219
omp,8,0.00447162
mpi,1,0.0618758
mpi,2,0.0524336
mpi,4,0.0443831
