seq,1,0.042904
omp,1,0.019459
omp,1,0.018745
omp,2,0.00972469
omp,1,0.0190484
omp,2,0.00995646
omp,4,0.00663838
omp,1,0.0217159
omp,2,0.018034
omp,4,0.00936525
omp,8,0.0044566
mpi,1,0.0568809
mpi,2,0.0547402
mpi,4,0.0554838
